video_name,channel_name,channel_id,date,region_code,category_Id,category,view,like,comment,channel_subscribers,channel_videoCount,popularity_%,engagement_%,growth_%,duration(sec),country,country_code
I found the best TIKTOKS,LazarLazar,UCZ3AmknSJtbzXCeO5a4peoQ,2022-11-29,IE,20,Gaming,1032727,66200.0,2488.0,4040000,45,6.41,0.24,25.56,505,Ireland,IRL
Dermot Kennedy - Anti-Hero (Taylor Swift cover) in the Live Lounge,BBCRadio1VEVO,UCKoafhJ9dkAWaEvlXCiBBwA,2022-11-15,IE,10,Music,489302,15353.0,512.0,2980000,700,3.14,0.1,16.42,211,Ireland,IRL
Qatar World Cup: Last Week Tonight with John Oliver (HBO),LastWeekTonight,UC3XTzVzaHQEd30rQbuvCtTQ,2022-11-21,IE,24,Entertainment,6243800,170477.0,15732.0,9120000,404,2.73,0.25,68.46,1488,Ireland,IRL
7 Continents In 7 Days - South America (Day 6),Simon Wilson,UCQCrKxBj5Id79syQEsY2Qxg,2022-11-28,IE,22,People & Blogs,210118,11268.0,1400.0,991000,255,5.36,0.67,21.2,1280,Ireland,IRL
mrbeast paid my mortgage,WillNE,UCaFUrR3oSxOl5Y9y6tvLTEg,2022-11-23,IE,24,Entertainment,3551626,258898.0,864.0,4760000,295,7.29,0.02,74.61,59,Ireland,IRL
Golden Makes Friends With His Neighbor On The Opposite Balcony | The Dodo,The Dodo,UCINb0wqPz-A0dV9nARjJlOQ,2022-11-17,IE,15,Pets & Animals,10997250,889612.0,14604.0,12600000,7245,8.09,0.13,87.28,61,Ireland,IRL
What Happens If A Cop BREAKS The Law?,Ben Azelart,UCwVg9btOceLQuNCdoQk9CXg,2022-11-27,IE,24,Entertainment,4594087,178423.0,684.0,14300000,254,3.88,0.01,32.13,34,Ireland,IRL
What went wrong with the Tube Map?,Jay Foreman,UCbbQalJ4OaC0oQ0AqRaOJ9g,2022-11-29,IE,23,Comedy,748533,44492.0,2803.0,1330000,89,5.94,0.37,56.28,755,Ireland,IRL
SISTER CONTROLS BROTHER’S FIRST DATE *Emotional*,Jordan Matter,UCKaCalz5N5ienIbfPzEbYuA,2022-11-19,IE,24,Entertainment,4999219,85984.0,5811.0,13800000,377,1.72,0.12,36.23,834,Ireland,IRL
Jenna Ortega Answers the Web's Most Searched Questions | WIRED,WIRED,UCftwRNsjfRo08xYE31tkiyw,2022-11-17,IE,24,Entertainment,4522767,178737.0,3212.0,9870000,3487,3.95,0.07,45.82,503,Ireland,IRL
Season 2 Trailer | Overwatch 2,PlayOverwatch,UClOf1XXinvZsy4wKPAkro2A,2022-11-29,IE,20,Gaming,1857235,69626.0,10100.0,2860000,469,3.75,0.54,64.94,93,Ireland,IRL
That '90s Show | Official Teaser | Netflix,Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,2022-11-29,IE,24,Entertainment,2663393,36765.0,4117.0,25100000,6036,1.38,0.15,10.61,67,Ireland,IRL
Dave Chappelle Stand-Up Monologue - SNL,Saturday Night Live,UCqFzWxSCi39LnW1JKFR3efg,2022-11-13,IE,23,Comedy,14030989,356909.0,44162.0,13100000,8120,2.54,0.31,107.11,922,Ireland,IRL
💥ПИОНТКОВСКИЙ: К вечеру нас ждут хорошие новости! / Это изменит ход войны @Andrei_Piontkovsky,24 Канал,UCEC4D0dTTJr_EEnEJz15hnQ,2022-11-29,IE,25,News & Politics,1873156,50530.0,3863.0,3710000,184251,2.7,0.21,50.49,1489,Ireland,IRL
"SIDEMEN $10,000 VS $10 FOOTBALL MATCH",Sidemen,UCDogdKl7t7NHzQ95aEwkdMw,2022-11-27,IE,24,Entertainment,5918731,276539.0,7958.0,17400000,281,4.67,0.13,34.02,3837,Ireland,IRL
When You Finish Saving The World | Official Trailer HD | A24,A24,UCuPivVjnfNo4mb3Oog_frZg,2022-11-29,IE,1,Film & Animation,502695,15027.0,730.0,831000,605,2.99,0.15,60.49,145,Ireland,IRL
My Daughter's 24 HOUR TRAMPOLINE PARK Challenge,Jordan Matter,UCKaCalz5N5ienIbfPzEbYuA,2022-11-12,IE,24,Entertainment,13649104,175155.0,10056.0,13800000,377,1.28,0.07,98.91,795,Ireland,IRL
"BLOK EKIPA (262), BANANY Z KOLUMBII",SPInkafilmstudio,UCxJDH_2HXzwUtT62HgWJqCg,2022-11-29,IE,1,Film & Animation,713559,45068.0,1227.0,2360000,603,6.32,0.17,30.24,362,Ireland,IRL
"We Spent £100,000 On MrBeast’s Credit Card Ft Speed",Chunkz,UCv-GNHtqM97EaU_i7gN_Ikw,2022-11-13,IE,24,Entertainment,7913475,457325.0,10055.0,2690000,222,5.78,0.13,294.18,874,Ireland,IRL
RESUMEN ECUADOR 1-2 SENEGAL,Gol Mundial,UCWw6r_yGcl7fC0bShxOYhWg,2022-11-29,IE,17,Sports,1280084,10015.0,930.0,197000,2129,0.78,0.07,649.79,302,Ireland,IRL
Koreya Respublikası 2 - 3 Qana | İCMAL | FIFA WORLD CUP QATAR 2022,İCTİMAİ TV,UCCYhaH52lUEmfUjX-_OBAHg,2022-11-28,IE,25,News & Politics,557179,5133.0,413.0,800000,54039,0.92,0.07,69.65,501,Ireland,IRL
How I Lost A $2.5 Million Jet To MrBeast,Niko Omilana,UCdcUmdOxMrhRjKMw-BX19AA,2022-11-13,IE,24,Entertainment,3224634,193436.0,4335.0,6140000,138,6.0,0.13,52.52,1499,Ireland,IRL
I have a Girlfriend.,TommyInnit,UC5p_l5ZeB_wGjO_yDXwiqvw,2022-11-19,IE,20,Gaming,3206603,335579.0,25431.0,11800000,298,10.47,0.79,27.17,286,Ireland,IRL
The Monarchy: Last Week Tonight with John Oliver (HBO),LastWeekTonight,UC3XTzVzaHQEd30rQbuvCtTQ,2022-11-14,IE,24,Entertainment,5264108,141249.0,10059.0,9120000,404,2.68,0.19,57.72,1681,Ireland,IRL
Awkward silence: China official temporarily speechless after question on protests,Guardian News,UCIRYBXDze5krPDzAEOxFGVA,2022-11-29,IE,25,News & Politics,1178170,15396.0,6254.0,2920000,13699,1.31,0.53,40.35,125,Ireland,IRL
DAZ WATCHES RIDICULOUS LIFE HACKS,Daz Games,UCDBCCMlFD-hArPbWv38FINA,2022-11-28,IE,24,Entertainment,671744,49557.0,2290.0,8100000,1403,7.38,0.34,8.29,786,Ireland,IRL
אודיה - החיים שלי אחריך (Prod. By Tamar Yahalomy & Yonatan Kalimi),אודיה - הערוץ הרשמי,UCKTbyJY0d-WRwFrXjBtETQQ,2022-11-27,IL,10,Music,559466,9901.0,400.0,64200,26,1.77,0.07,871.44,173,Israel,ISR
עדן חסון - עד שתבואי עד אליי (Prod. by Stav Beger),עדן חסון - Eden Hason,UCFmc1S3LEovsxhK73yi6_gg,2022-11-29,IL,10,Music,291061,7499.0,586.0,438000,54,2.58,0.2,66.45,200,Israel,ISR
מאור אדרי - כבר חורף,מאור אדרי הערוץ הרשמי Maor Edri Official Channel,UCDYRaqbP0BA4E73Ywn6-eVQ,2022-11-29,IL,10,Music,125841,1762.0,211.0,174000,205,1.4,0.17,72.32,248,Israel,ISR
"Tukoh Taka - Official FIFA Fan Festival™ Anthem | Nicki Minaj, Maluma, & Myriam Fares (FIFA Sound)",FIFA,UCpcTrCXblq78GZrTUTLWeBw,2022-11-18,IL,17,Sports,45605097,782434.0,101191.0,16000000,10034,1.72,0.22,285.03,195,Israel,ISR
שיר המונדיאל 2022 World Cup Song,Srutonim - שרוטונים,UC6m6ZW8UBINQPhcEL-g2xCA,2022-11-17,IL,24,Entertainment,792604,27127.0,1890.0,541000,645,3.42,0.24,146.51,198,Israel,ISR
שרית חדד & אושר כהן - אוהבת אותך (קיסריה LIVE 2022),SaritHadadOfficial,UC0m-czKbg-tL7J61RDdU1rg,2022-11-26,IL,10,Music,115438,2031.0,110.0,415000,641,1.76,0.1,27.82,255,Israel,ISR
החיים שלי אחריך (‏Prod. By Tamar Yahalomy & Yonatan Kalimi),Odeya - Topic,UCXztLy02mUp_NwV_fNFoQQQ,2022-11-27,IL,10,Music,46628,490.0,0.0,665,31,1.05,0.0,7011.73,171,Israel,ISR
שלמה ארצי וקרן פלס - לא אבודים,ShlomoArtziOfficial,UCQHzG2gtNfXp4yo6_I46eCw,2022-11-28,IL,10,Music,112005,1163.0,85.0,225000,714,1.04,0.08,49.78,177,Israel,ISR
היוצרים - אור | Hayotsrim - JRO7I,היוצרים - הערוץ הרשמי,UC2gVy24WrGGFHfmrdy39XHQ,2022-11-13,IL,10,Music,1638352,17143.0,718.0,45700,45,1.05,0.04,3585.02,194,Israel,ISR
עומר אדם ועידן רייכל - מדברים בשקט | מתוך חזרות למופע NEXT,עומר אדם - הערוץ הרשמי,UCo4y7A6EF2tZ1Q2Oxx64HNQ,2022-11-30,IL,10,Music,24309,1139.0,61.0,1110000,385,4.69,0.25,2.19,257,Israel,ISR
כרקוקלי & הפשוטע - הגיל דופק בדלת (Prod. By Triangle),Carakukly,UCMvVY3mBQGaFAxN2YFe3cFw,2022-11-28,IL,10,Music,120005,1208.0,204.0,23800,40,1.01,0.17,504.22,188,Israel,ISR
Georges Wassouf - Byetkallem Aalaya [Official Music Video] (2022) / جورج وسوف - بيتكلّم عليّا,Georges Wassouf,UCRpVH-l7I3j1bZHcrW1c-dg,2022-11-26,IL,10,Music,1769644,63803.0,3955.0,983000,30,3.61,0.22,180.02,390,Israel,ISR
نهاية مزح الايد 😂😂 معركة بنات @_@ ام سيف #shorts,ام سيف Om sayf,UCq8wSOMKwfqIhpVMdvYiZiQ,2022-11-26,IL,20,Gaming,3504485,130374.0,489.0,8310000,318,3.72,0.01,42.17,48,Israel,ISR
אני וימית נפרדנו בגלל המונדיאל! בלאגן בבית!!!,אלי אליהו - הערוץ הרשמי,UCBHTyzSMKFW0wzG9k0SeQlw,2022-11-29,IL,22,People & Blogs,62006,2313.0,318.0,419000,304,3.73,0.51,14.8,380,Israel,ISR
"תנחש את הגיל שלי, תזכה ב1000₪ 💰",Festivy,UCdzZY0n4lhswoP4zxppeqBQ,2022-11-29,IL,22,People & Blogs,60004,0.0,285.0,385000,237,0.0,0.47,15.59,40,Israel,ISR
עדן בן זקן - כינורות (Prod. By Matan Dror),עדן בן זקן - הערוץ הרשמי,UCt927ZDEsYMJL_8PXqMiVhg,2022-11-07,IL,10,Music,2527627,15687.0,1037.0,697000,116,0.62,0.04,362.64,176,Israel,ISR
Наталья Зубаревич: «Легли на дно и полёживаем» // «Скажи Гордеевой»,Скажи Гордеевой,UCpJuziZAwEFnoeNGSaxQlCQ,2022-11-29,IL,22,People & Blogs,1471743,74273.0,7915.0,1460000,104,5.05,0.54,100.8,6462,Israel,ISR
Home Alone in a Rush 2,Daniel LaBelle,UCb8vrqP8Z7Oz9ZTYvUtjUHQ,2022-11-25,IL,23,Comedy,16685719,755953.0,2089.0,18200000,247,4.53,0.01,91.68,55,Israel,ISR
A5rass - Ana Baree2 | الأخرس - أنا بريء (Official Music Video),A5rass - الأخرس,UCkPvRLtdMjRu5t22foUmQQA,2022-11-26,IL,10,Music,748939,45006.0,2620.0,912000,29,6.01,0.35,82.12,241,Israel,ISR
אלקנה מרציאנו ומושיק עפיה - לב חלש,אלקנה מרציאנו - הערוץ הרשמי,UCi8_FOxueZtxaYYYxyL74uQ,2022-11-20,IL,10,Music,546297,6560.0,607.0,41400,46,1.2,0.11,1319.56,154,Israel,ISR
לואי עלי - דבקה (Prod. By offir cohen),לואי עלי הערוץ הרשמי,UCXPuz_GY0z0IO8Z7n-b6iEw,2022-11-20,IL,10,Music,310537,4204.0,337.0,68200,26,1.35,0.11,455.33,122,Israel,ISR
שכירי חרב עם סטיק ביד: חיל האוויר המפתיע של קטאר,Calcalist | כלכליסט,UCnl6VjqWdAIqbuhPb7XR7LA,2022-11-29,IL,24,Entertainment,44507,883.0,31.0,54400,4444,1.98,0.07,81.81,327,Israel,ISR
"Billie Eilish: Same Interview, The Sixth Year | Vanity Fair",Vanity Fair,UCIsbLox_y9dCIMLd8tdC6qg,2022-11-28,IL,24,Entertainment,4653396,326573.0,12727.0,3910000,2554,7.02,0.27,119.01,1279,Israel,ISR
מי שמנחש את היוטיובר זוכה ב-1000 ש״ח !!,RonenGG,UChSIyB6AOHUECsjIMYMCYmQ,2022-11-24,IL,24,Entertainment,140865,10754.0,310.0,297000,169,7.63,0.22,47.43,1060,Israel,ISR
deep fried bacon wrapped cheese #shorts,Zach Choi ASMR,UCI78AdiI6f7VKhqW1i4B3Rw,2022-11-23,IL,22,People & Blogs,25536164,1228919.0,3394.0,16200000,718,4.81,0.01,157.63,31,Israel,ISR
אדיר גץ - חיים שלי את Adir Getz,Adir Getz Official Channel אדיר גץ הערוץ הרשמי,UC3KqEm2Q5XjzJJfhyj3MxSw,2022-11-22,IL,10,Music,117976,1774.0,53.0,57200,67,1.5,0.04,206.25,178,Israel,ISR
דודו אהרון - בלאגן (Prod.By Tamir Zur),דודו אהרון הערוץ הרשמי,UCcds3S_2CEXAmkJnt89YYww,2022-11-29,IL,10,Music,111790,1652.0,190.0,453000,326,1.48,0.17,24.68,154,Israel,ISR
לינוי אשרם מראה לאינדה גיים איך עושים את זה נכון,פסטיגל - הערוץ הרשמי,UCKs_S8Uo5rLCNhlSanFpfFQ,2022-11-19,IL,10,Music,322061,11694.0,139.0,299000,792,3.63,0.04,107.71,25,Israel,ISR
שרית חדד & תמר יהלומי - אהבה כמו שלנו (קיסריה LIVE 2022),SaritHadadOfficial,UC0m-czKbg-tL7J61RDdU1rg,2022-11-10,IL,10,Music,944955,4178.0,319.0,415000,641,0.44,0.03,227.7,204,Israel,ISR
איתי לוי - אומר לך תודה (Prod. By Maor Shitrit),איתי לוי - הערוץ הרשמי,UCKw5dh0Q1Y_SvsW4nXnLjcg,2022-11-06,IL,10,Music,2161239,6309.0,266.0,446000,198,0.29,0.01,484.58,213,Israel,ISR
SUBWAY SURFERS 3 #shorts,Natan por Aí,UCjaxmdb_gTWbz9XF5rzvgGg,2022-11-21,IL,24,Entertainment,12282873,273587.0,156.0,6690000,969,2.23,0.0,183.6,49,Israel,ISR
We Made 3D Body Painting! #Shorts,Wood Mood,UCO5gl04EhuLl4d6HZMQdg0A,2022-11-26,IL,26,Howto & Style,2797605,65083.0,288.0,4020000,529,2.33,0.01,69.59,59,Israel,ISR
That '90s Show | Official Teaser | Netflix,Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,2022-11-29,IL,24,Entertainment,2663393,36765.0,4117.0,25100000,6036,1.38,0.15,10.61,67,Israel,ISR
ISSEI funny video 😂😂😂 with Inosuke🔥 #shorts,ISSEI / いっせい,UC6QZ_ss3i_8qLV_RczPZBkw,2022-11-22,IL,23,Comedy,31633569,968848.0,2185.0,7340000,1175,3.06,0.01,430.98,32,Israel,ISR
שומקום: המחסלת מהדרום | הצצה לפרק 21 | טין ניק,ערוץ טין ניק,UCcgf7Bokf_WzQLFDwaBEmSw,2022-11-29,IL,24,Entertainment,27814,381.0,15.0,373000,5362,1.37,0.05,7.46,119,Israel,ISR
День двести семьдесят девятый. Беседа с @arestovych Алексей Арестович,ФЕЙГИН LIVE,UCQVtD_N4OeD-9PshBq7NwyQ,2022-11-29,IL,25,News & Politics,1533760,246776.0,2947.0,2000000,1246,16.09,0.19,76.69,2776,Israel,ISR
מושיקו מור - ביוגרפיה (prod.By offir cohen & ben zur),MoshikoMOfficial,UCwkY7ihKy1GuHm3mjVlUORg,2022-11-13,IL,10,Music,543997,3024.0,109.0,173000,63,0.56,0.02,314.45,158,Israel,ISR
اغرب لعبة غميضة في بيتي | اكتشفنا اماكن جديدة 😱,Narins Beauty,UCWXYdNyGX01rnTB-tQci8JQ,2022-11-29,IL,24,Entertainment,987309,76091.0,4627.0,13700000,418,7.71,0.47,7.21,718,Israel,ISR
שירה מרגלית - אחותי כבר לא סובלת אותך,שירה,UCQVq7jVK7Jdl82jmxkB3iWQ,2022-11-20,IL,10,Music,176636,2828.0,186.0,13500,10,1.6,0.11,1308.41,184,Israel,ISR
אייל גולן - פנתרה (Prod. By Tamir Zur),EyalGolanOfficial,UCrI0Slej0fiiwYPhR1EmFBw,2022-10-31,IL,10,Music,3561636,25307.0,1656.0,1210000,554,0.71,0.05,294.35,205,Israel,ISR
Lifehack !! “Be a gentleman” at McDonald's #shorts,Bayashi TV,UCbCJmNKAL85O1VFeD6Wj60g,2022-11-25,IL,24,Entertainment,7686854,434678.0,1533.0,8440000,811,5.65,0.02,91.08,19,Israel,ISR
ТАКОГО по телевизору РФ я еще НЕ ВИДЕЛ: ЧТО ШОКИРОВАЛО ПИОНТКОВСКОГО,Факти ICTV,UCG26bSkEjJc7SqGsxoHNnbA,2022-11-30,IL,25,News & Politics,559345,16441.0,1196.0,2330000,80962,2.94,0.21,24.01,1071,Israel,ISR
Gordon Ramsay Tries Most Expensive Chocolate Bar!,MrBeast,UCX6OQ3DkcsbYNE6H8uQQuVA,2022-11-19,IL,24,Entertainment,40438390,3408392.0,10761.0,114000000,730,8.43,0.03,35.47,41,Israel,ISR
정국 Jung Kook (of BTS) featuring Fahad Al Kubaisi - Dreamers | FIFA World Cup 2022 Soundtrack,FIFA,UCpcTrCXblq78GZrTUTLWeBw,2022-11-22,IL,17,Sports,42047667,3379314.0,171917.0,16000000,10034,8.04,0.41,262.8,256,Israel,ISR
The Dumbbell Only 1 Person Could Lift,Browney Shorts,UCuJBpMyxlmemsQiivWPcGrQ,2022-11-22,IL,22,People & Blogs,17338811,1114339.0,2595.0,1660000,253,6.43,0.01,1044.51,60,Israel,ISR
اختار بين شغلتين بنحبهم مع بنتي ! #shorts,Sara and Naya I سارة و نايا,UC8WYc8oqGE_C9GT6pv60KzA,2022-11-26,IL,22,People & Blogs,1668359,27980.0,58.0,933000,497,1.68,0.0,178.82,57,Israel,ISR
יום הכן בפריז! ליאל נפגש עם מסי 🤣 (וולוג #176),אלי אליהו - הערוץ הרשמי,UCBHTyzSMKFW0wzG9k0SeQlw,2022-11-20,IL,22,People & Blogs,137229,4130.0,338.0,419000,304,3.01,0.25,32.75,1080,Israel,ISR
البطة الغبية 😡😡 ام سيف #shorts,ام سيف Om sayf,UCq8wSOMKwfqIhpVMdvYiZiQ,2022-11-27,IL,20,Gaming,2978659,78023.0,274.0,8310000,318,2.62,0.01,35.84,23,Israel,ISR
Your satisfying Morning is here #thatlittlepuff #catsofyoutube,That Little Puff,UClFN9LShD_Pv0wnSeUKbUZw,2022-11-22,IL,15,Pets & Animals,12461328,897081.0,2548.0,16200000,627,7.2,0.02,76.92,40,Israel,ISR
פאר טסי - לאט לאט לאט | Prod By. Matan Dror,פאר טסי Peer Tasi,UCSx_QCA0BUAholvQs8xk4Ww,2022-11-10,IL,10,Music,593603,4029.0,189.0,266000,112,0.68,0.03,223.16,212,Israel,ISR
"#Pawan Singh, Shilpi Raj | पुदीना ऐ हसीना 2.0 | #VIDEO | Le Lo Pudina | Ft. Sweety | Bhojpuri Song",Wave Music,UC22nIfOTM7KLIQuFGMKzQbg,2022-11-29,IN,10,Music,12497530,431214.0,111874.0,55000000,18883,3.45,0.9,22.72,259,India,IND
Jetha ने खाए Daya के हाथ के मज़ेदार पकवान | Taarak Mehta Ka Ooltah Chashmah | FE 1389 | 29 Nov 2022,Sony PAL,UCw7xjxzbMwgBSmbeYwqYRMg,2022-11-29,IN,24,Entertainment,1299332,12602.0,465.0,34400000,20797,0.97,0.04,3.78,1098,India,IND
"Intelligent | 2022 New Released Hindi Dubbed Action Movie | Sai Dharam Tej, Sayaji Shinde | Lavanya",RKD Studios,UCjBwQ6M9QyCgO5Pp-TQRFUA,2022-11-29,IN,24,Entertainment,2304318,27902.0,1632.0,17400000,700,1.21,0.07,13.24,5946,India,IND
First night-ல கூட சொதப்பி வச்சிட்டா..! - Dr Sharmika Mom Daisy Opens Up | Love Story,Galatta Pink,UCtmdFed2ZdL3P4csXeYkKfg,2022-11-29,IN,24,Entertainment,463848,7208.0,373.0,681000,6805,1.55,0.08,68.11,1961,India,IND
WOH – Ikka x Dino James x Badshah (Official Lyric Video) | Def Jam India,Dino James,UCtpDorOuxwQ1URGQ0WLIXmQ,2022-11-29,IN,10,Music,2080208,253096.0,18811.0,5540000,52,12.17,0.9,37.55,329,India,IND
President Droupadi Murmu Speech LIVE: भारत में जेल की संख्या बढ़ाए जाने पर बोलीं राष्ट्रपति |PM Modi,Zee News,UCIvaYmXn910QMdemBG3v1pQ,2022-11-30,IN,25,News & Politics,2329709,26548.0,657.0,28000000,154932,1.14,0.03,8.32,42898,India,IND
വെളുത്ത മുടി കട്ട കറുപ്പാവും ഈ ഇല ഇട്ട എണ്ണ തേച്ചാൽ | മുടി കറുപ്പിക്കാൻ | Natural Hair Dye,Malus tailoring class in Sharjah,UC6drRD6YtIjROfg7VS24ong,2022-11-29,IN,22,People & Blogs,310445,3177.0,147.0,1440000,1251,1.02,0.05,21.56,448,India,IND
Revanth Wife Anvitha Exclusive Full Interview | Singer Revanth | Anchor Sravanthi | Mana Media,Mana Media,UCvBj-93qU1wxjuvLbUFqI0g,2022-11-30,IN,24,Entertainment,326584,4875.0,404.0,315000,92,1.49,0.12,103.68,1743,India,IND
Run BTS! 2022 Special Episode - 'RUN BTS TV' On-air Part 2,BANGTANTV,UCLkAepWjdylmXSltofFvsYQ,2022-11-29,IN,10,Music,3570244,330335.0,9726.0,72200000,1863,9.25,0.27,4.94,2341,India,IND
CM Jagan Helicopter Landing Visuals @ Madanapalle @SakshiTVLIVE,Sakshi TV Live,UCQ_FATLW83q-4xJ2fsi8qAw,2022-11-30,IN,25,News & Politics,303357,2338.0,106.0,1310000,8322,0.77,0.03,23.16,300,India,IND
Sancharam | By Santhosh George Kulangara | Saudi Arabia 06 | Safari TV,Safari,UCfyulcK9tP84epquAb460UQ,2022-11-30,IN,19,Travel & Events,129215,2589.0,273.0,2290000,3256,2.0,0.21,5.64,1296,India,IND
പിറന്നാളിന്‌ അവളെ കരയിച്ചപ്പോൾ 😎| DV103,Karthik Surya,UCkJfmb163NsCn5RilDm7Q6g,2022-11-29,IN,22,People & Blogs,466409,42773.0,1011.0,2210000,434,9.17,0.22,21.1,793,India,IND
Match Highlights -  Wales: 0:3 England - FIFA World Cup Qatar 2022 | JioCinema & Sports18,Viacom18 Sports,UC8BwRPVvR0GPBa6h-F1H4XA,2022-11-29,IN,17,Sports,472138,9169.0,323.0,300000,925,1.94,0.07,157.38,295,India,IND
Paragliding Krli etni height Se 😲,Sourav Joshi Vlogs,UCjvgGbPPn-FgYeguc5nxG4A,2022-11-30,IN,22,People & Blogs,3633392,351804.0,7210.0,18600000,1154,9.68,0.2,19.53,710,India,IND
Bake The Cake Challenge in S8UL GAMING HOUSE 2.0,S8UL,UCrK1EhsLO4LtXoTaYGgiWVA,2022-11-29,IN,24,Entertainment,349993,44850.0,1205.0,1020000,145,12.81,0.34,34.31,1028,India,IND
Goodbye EP | Booyah Pass | Main Video | Garena Free Fire MAX,Free Fire India Official,UC4AB0_ectRryjCF_ugD0U8w,2022-11-28,IN,20,Gaming,2380311,48087.0,1615.0,11800000,1227,2.02,0.07,20.17,47,India,IND
Oh Vintha Premakatha || Episode - 1 || Don Pruthvi || Pragnya Prathyusha || Infinitum Media,Don Pruthvi,UCcAOWkmTuJqATJFNOO3jg-Q,2022-11-29,IN,24,Entertainment,157497,10947.0,304.0,733000,92,6.95,0.19,21.49,1108,India,IND
Madurai Marriage Biryani Cooking vlog | 225Kg Bulk Biryani Cooking with Jabbar Bhai...,Food Area Tamil,UCUzsP2NMaAvy9nSvb3IjVkA,2022-11-30,IN,22,People & Blogs,211758,6161.0,307.0,1350000,506,2.91,0.14,15.69,1297,India,IND
എന്റെ പെണ്ണ് കാണൽ☺️ | DV102,Karthik Surya,UCkJfmb163NsCn5RilDm7Q6g,2022-11-28,IN,22,People & Blogs,857517,72013.0,3039.0,2210000,434,8.4,0.35,38.8,1187,India,IND
మా పెళ్లి Date Fix అయ్యిందోచ్ ! || YadammaRaju || StellaRaj 777,StellaRaj 777,UC_5MAAOgxUmEvnS3Tj9UJIQ,2022-11-29,IN,22,People & Blogs,704743,16465.0,0.0,358000,290,2.34,0.0,196.86,741,India,IND
"Dil Jane Jigar Tujhpe Nisaar Kiya Hai | Govinda, Karisma Kapoor | Saajan Chale Sasural | Kumar, Alka",90's Gaane,UC37cflt9I_ER6Z0YQUdJGBw,2022-11-29,IN,10,Music,481017,2347.0,84.0,4660000,316,0.49,0.02,10.32,332,India,IND
Pushpa Russian Trailer | Allu Arjun | Rashmika | Fahadh Faasil | Sukumar | DSP | Mythri Movie Makers,Mythri Movie Makers,UCKZSn5C-RzrLjuWJF8wWiDw,2022-11-29,IN,24,Entertainment,1396033,60962.0,2257.0,3660000,1013,4.37,0.16,38.14,171,India,IND
सर्दी में बस 1 रोज खालो हड्डियां हो लोहे की तरह मजबूत जोड़ो-कमर दर्द थकन दूर| Healthy Gond Pak Recipe,Cook With Parul,UClfidxoNRvDO361TM5rw64Q,2022-11-29,IN,26,Howto & Style,1012135,12363.0,340.0,7170000,1806,1.22,0.03,14.12,528,India,IND
Deccan Gladiators vs The Chennai Braves | Highlights | Abu Dhabi T10 Season 6 | Colors Cineplex,Colors Cineplex,UCYnMzKK6hcpnlRCxGnPwk6Q,2022-11-29,IN,24,Entertainment,735290,12315.0,130.0,1000000,1449,1.67,0.02,73.53,502,India,IND
అక్క పిల్లల కోసం బావకు భార్యగా.. | Latest News Updates | @SumanTVTeluguLIVE,SumanTV Telugu,UC4WoZ4p4sg-rG-EdMXGmgTg,2022-11-29,IN,25,News & Politics,1444280,9167.0,922.0,1360000,15972,0.63,0.06,106.2,422,India,IND
Welcome To New House - MR. INDIAN HACKER,MR. INDIAN HACKER Vlogs,UCOcD_2N04_XS6XgImIWcR1Q,2022-11-28,IN,22,People & Blogs,1899691,141310.0,9136.0,1790000,110,7.44,0.48,106.13,778,India,IND
JETHIYA KA DANGEROUS BIKE STUNT ( jethiya ka popat hogaya ) ..😆😆 | Carry Depie,Carry Depie,UClqifC6Nd7v-IfTqce4k62A,2022-11-29,IN,20,Gaming,343438,11851.0,444.0,1180000,63,3.45,0.13,29.1,1018,India,IND
ಪಾಕ್ ಗೆ ನಡುಕ..ಟರ್ಕಿ ಸಹಾಯ..! ಮತ್ತೆ ಭಾರತದ ವಶವಾಗುತ್ತಾ POK..! ಪಾಕ್ ವಿರುದ್ಧ ಹೇಗಿದೆ ಭಾರತದ ರಣತಂತ್ರ..?,Media Masters,UChYmSuQtdcVimTk7jmpq5rg,2022-11-29,IN,27,Education,187389,11418.0,185.0,2240000,2783,6.09,0.1,8.37,1059,India,IND
పత్తేర పోతే 😆🙄//విలేజ్ comedy 😂//5star channel // Laxmi Videos 🥰,5 STAR,UChpUSSTjbH8Ou8wz7wpkCTg,2022-11-29,IN,24,Entertainment,166763,7119.0,345.0,586000,118,4.27,0.21,28.46,965,India,IND
NEW! Taarak Mehta Ka Ooltah Chashmah - Ep 3628 - 29 Nov 2022 - Teaser,Sony SAB,UC6-F5tO8uklgE9Zy8IvbdFw,2022-11-29,IN,24,Entertainment,1735521,28902.0,448.0,74500000,61208,1.67,0.03,2.33,637,India,IND
M4TECH ൻ്റെ അപരൻ വന്ന് കല്യാണം അലമ്പാക്കി 😱 | KARTHIK SURYA പണി LOADING!!!😎@M4Techofficial,Machaanz Vlog,UCbPbWwZn4GIzppb8YEIBlzg,2022-11-29,IN,24,Entertainment,325636,16863.0,346.0,608000,173,5.18,0.11,53.56,1329,India,IND
Celebrating Goldy Bhai's Mercedes 🚀❤️,8bit MAMBA,UCPzIOAKAvphrnIfa9wFj69w,2022-11-29,IN,22,People & Blogs,418038,45921.0,814.0,1310000,1025,10.98,0.19,31.91,903,India,IND
