video_name,channel_name,channel_id,date,region_code,category_Id,category,view,like,comment,channel_subscribers,channel_videoCount,popularity_%,engagement_%,growth_%,duration(sec),country,country_code
Highlights: Portugal vs Uruguay | FIFA World Cup Qatar 2022™,A Sports,UCCLdGxMC4fwkaQ4AIcL7Z8w,2022-11-28,PK,17,Sports,700089,14213.0,413.0,603000,1203,2.03,0.06,116.1,336,Pakistan,PAK
"The Warriorr New Released Full Hindi Dubbed Movie | Ram Pothineni, Aadhi Pinisetty, Krithi Shetty",RKD Studios,UCjBwQ6M9QyCgO5Pp-TQRFUA,2022-11-20,PK,24,Entertainment,58496346,1116745.0,19788.0,17400000,700,1.91,0.03,336.19,7789,Pakistan,PAK
Kaisi Teri Khudgharzi Episode 29 - 9th November 2022 (English Subtitles) ARY Digital Drama,ARY Digital HD,UC4JCksJF76g_MdzPVBJoC3Q,2022-11-09,PK,24,Entertainment,32233609,568202.0,10225.0,37100000,83051,1.76,0.03,86.88,2249,Pakistan,PAK
bill kon pay krega…😒 #payalpanchal #shorts,Payal Panchal,UCai2GPLiGYuTSgB4v6UmGLg,2022-11-20,PK,23,Comedy,25098373,1447542.0,451.0,1920000,200,5.77,0.0,1307.21,59,Pakistan,PAK
Siyani Episode 106 - [Eng Sub]- Anmol Baloch - Mohsin Abbas Haider - Saniya Shamshad - 29th Nov 2022,HAR PAL GEO,UCe9JSDmyqNgA_l2BzGHq1Ug,2022-11-29,PK,24,Entertainment,5547244,69543.0,1165.0,35100000,74534,1.25,0.02,15.8,2216,Pakistan,PAK
Maar Moj is viral now🔥😂 #chetanmonga #comedy #shorts,Chetan Monga Vlogs,UCZLOlM5df0CXW9bP5MAeE7A,2022-11-24,PK,22,People & Blogs,21689089,1757636.0,1286.0,9960000,767,8.1,0.01,217.76,60,Pakistan,PAK
Cute love story😅❤️#shorts #varunbundela,vlogger varun,UCPXQ211d2zbLXFmFr4uy7YQ,2022-11-30,PK,20,Gaming,3378642,265835.0,272.0,3190000,128,7.87,0.01,105.91,60,Pakistan,PAK
Do you watch Tv serials ? 😂 #gopibahu #yerishtakyakehlatahai #jagritipahwa,Jagriti Pahwa,UCMPY7EhVHDEgz4t7z5ncv3A,2022-11-25,PK,23,Comedy,12308781,694560.0,269.0,946000,189,5.64,0.0,1301.14,60,Pakistan,PAK
Siyani Episode 107 Teaser - 29th November 2022 - HAR PAL GEO,HAR PAL GEO,UCe9JSDmyqNgA_l2BzGHq1Ug,2022-11-29,PK,24,Entertainment,3712441,49473.0,452.0,35100000,74534,1.33,0.01,10.58,98,Pakistan,PAK
Match Highlights | Bangla Tigers vs Delhi Bulls | Abu Dhabi T10 | Sports18,JioCinema,UC8To9CFsZzvPafxMLzS08iA,2022-11-30,PK,17,Sports,627855,11138.0,250.0,2270000,869,1.77,0.04,27.66,579,Pakistan,PAK
मोहब्बत और दौलत😭♥️ #emotional #inspiration #motivation,Ishaan Ali 11,UCN4NflpHqLeHQZ91kTUVCBw,2022-11-14,PK,22,People & Blogs,73336830,4292404.0,4785.0,12300000,628,5.85,0.01,596.23,60,Pakistan,PAK
Coz it’s trending🔥#funny #shorts #comedy #koushalmonga,Koushal Monga,UCgsdrGox82hP4o97-kt8sjg,2022-11-25,PK,22,People & Blogs,6578238,406425.0,530.0,5370000,816,6.18,0.01,122.5,60,Pakistan,PAK
#shorts #ashortaday,CHANDAN ART ACADEMY,UCuIpkP1H2Vb_NFu8dLIWoPw,2022-11-06,PK,27,Education,25797174,703685.0,681.0,5990000,1123,2.73,0.0,430.67,14,Pakistan,PAK
Siyani Episode 105 - [Eng Sub]- Anmol Baloch - Mohsin Abbas Haider - Saniya Shamshad - 28th Nov 2022,HAR PAL GEO,UCe9JSDmyqNgA_l2BzGHq1Ug,2022-11-28,PK,24,Entertainment,6522577,80426.0,1429.0,35100000,74534,1.23,0.02,18.58,2325,Pakistan,PAK
Bus Late na hi ho😂 #chetanmonga #comedy #shorts,Chetan Monga Vlogs,UCZLOlM5df0CXW9bP5MAeE7A,2022-11-15,PK,22,People & Blogs,84959546,4930147.0,1754.0,9960000,767,5.8,0.0,853.01,54,Pakistan,PAK
Betiyaan Episode 52 - 29th November 2022 (English Subtitles) - ARY Digital Drama,ARY Digital HD,UC4JCksJF76g_MdzPVBJoC3Q,2022-11-29,PK,24,Entertainment,3500068,51090.0,1459.0,37100000,83051,1.46,0.04,9.43,2342,Pakistan,PAK
Jailer New (2022) Released Full Hindi Dubbed Action Movie | Superstar Rajnikant New Movie 2022,Time Films,UCvu4migESxhwIF5P0IhN-GA,2022-11-28,PK,10,Music,6251724,74369.0,629.0,528000,17,1.19,0.01,1184.04,9331,Pakistan,PAK
Bachpan ka paisa part 5 😂 #shorts #comedy #aslimonaofficial,Asli Mona Official,UCkaMZOILqfN5EYmQM0MmkIQ,2022-11-28,PK,23,Comedy,5426818,268261.0,310.0,6930000,458,4.94,0.01,78.31,60,Pakistan,PAK
माँ है तो सब है माँ के जैसा कोई नहीं 🥺❤❤ |Kunal Monu Gyanu Paudwal #shorts,Kunal monu,UC64f5UX8h_RdQLEu9vTU62g,2022-11-30,PK,24,Entertainment,2922509,141271.0,2038.0,4150000,856,4.83,0.07,70.42,60,Pakistan,PAK
Lift nhi Loot….😎 #payalpanchal #shorts,Payal Panchal,UCai2GPLiGYuTSgB4v6UmGLg,2022-11-25,PK,23,Comedy,3576181,232894.0,172.0,1920000,200,6.51,0.0,186.26,52,Pakistan,PAK
Highlights: Brazil vs Switzerland | FIFA World Cup Qatar 2022™,A Sports,UCCLdGxMC4fwkaQ4AIcL7Z8w,2022-11-28,PK,17,Sports,361415,5714.0,174.0,603000,1203,1.58,0.05,59.94,300,Pakistan,PAK
Doctors Part 2 | Buner Vines New Funny video.,Buner Vines,UC6Ducahs02pBJER2hkHe0bg,2022-11-27,PK,22,People & Blogs,417211,19756.0,1013.0,1260000,124,4.74,0.24,33.11,615,Pakistan,PAK
Behan ka mukabala￼ koi nhi kar sakta ❤️🤣| Brother sister’s love 💕| Vishwamitra kingrani | #shorts,Vishwamitra Kingrani,UCBztFccTX_8qhQeeV8WNQlA,2022-11-26,PK,24,Entertainment,2812631,107653.0,42.0,4900000,522,3.83,0.0,57.4,60,Pakistan,PAK
Faisal Vawda Shocking Revelations About Lt Gen Asim Munir And PTI | Nadeem Malik Live | OF2H,Top Pakistani News,UCky4jqybV5XHnLg0egiBCkg,2022-11-29,PK,25,News & Politics,107360,1387.0,101.0,944000,12903,1.29,0.09,11.37,902,Pakistan,PAK
#Amrendra_Albela & Nitu Sargam #ka_new_song !! राती में घुमेला घरे घरे_ !!Amrendra_nitu#prem_music,Prem Music,UCIlio2cZshoztTacpf7fnMw,2022-11-29,PK,10,Music,167657,3406.0,8.0,16200,44,2.03,0.0,1034.92,210,Pakistan,PAK
Salman Noman Gaya 4 Larkiyon Ke Sath Date Par? #shorts #shinewithshorts,BOL Beats,UCxV7rwTelVsWUIM4Hb-Icug,2022-11-25,PK,10,Music,994942,32386.0,28.0,663000,327,3.26,0.0,150.07,60,Pakistan,PAK
Wehshi Episode 29 Teaser - #komalmeer #nadiakhan #khushhalkhan - 29th November 2022 - #humtv,HUM TV,UCEeEQxm6qc_qaTE7qTV5aLQ,2022-11-29,PK,24,Entertainment,1194316,14227.0,853.0,24000000,79444,1.19,0.07,4.98,51,Pakistan,PAK
Aur yaha mai pakdi gyi… #youtube #trending #shortvideo #youtubeshorts,Reshmi Jaiswal,UC-FAbWg6jiy_4rCLKPbq9aQ,2022-11-28,PK,22,People & Blogs,1881992,83843.0,64.0,2420000,289,4.46,0.0,77.77,49,Pakistan,PAK
Naye Chief Ki Taqaruri Pr Qawali | Khabarhar with Aftab Iqbal | Samaa TV | OS2R,Khabarhar with Aftab Iqbal,UC1M1MjhSviZAKNqVSy4uyJQ,2022-11-29,PK,24,Entertainment,224672,2835.0,54.0,853000,1257,1.26,0.02,26.34,834,Pakistan,PAK
Shahid Kapoor & Kiara Advani's Blockbuster Romantic Hindi Full Movie | Arjan Bajwa,RG Entertainment Plus,UCvVdOB-KE7WlAQA25pn1jSQ,2022-11-24,PK,22,People & Blogs,1493765,27743.0,402.0,379000,8,1.86,0.03,394.13,10232,Pakistan,PAK
Cooking Gloves 🍳 Life Hack 😂 Desi Jugaad #shorts #funny #comedy #ashortaday,BROTHERS VLOG,UCrFBMpfAfSUDadcOBzwP0pw,2022-11-23,PK,24,Entertainment,14277999,545915.0,245.0,4950000,756,3.82,0.0,288.44,59,Pakistan,PAK
Home Alone in a Rush 2,Daniel LaBelle,UCb8vrqP8Z7Oz9ZTYvUtjUHQ,2022-11-25,PK,23,Comedy,16685719,755985.0,2089.0,18200000,247,4.53,0.01,91.68,55,Pakistan,PAK
Indian Army 🇮🇳🇮🇳 Emotional/ #emotional #indianarmy #army #motivation #shorts #rupal #td 🇮🇳🇮🇳,RupalChoudhary TD,UCk6UfPfvT_zbR4yOk0xyoqA,2022-11-25,PK,22,People & Blogs,2681161,206158.0,2130.0,5070000,423,7.69,0.08,52.88,60,Pakistan,PAK
बहन बेटी को परेशान करने वाले को सबक़ सिखाये 😭💔 #shorts #emotional #motivation #selfdefense,Desi Version,UCaLRDFVAVUnjb3u7NXVGQlA,2022-11-25,PK,24,Entertainment,4117178,90333.0,232.0,2610000,475,2.19,0.01,157.75,51,Pakistan,PAK
Highlights: Iran vs USA | FIFA World Cup Qatar 2022™,A Sports,UCCLdGxMC4fwkaQ4AIcL7Z8w,2022-11-29,PK,17,Sports,351046,5465.0,313.0,603000,1203,1.56,0.09,58.22,349,Pakistan,PAK
Relatable?😆😂#funny #shorts #comedy #koushalmonga,Koushal Monga,UCgsdrGox82hP4o97-kt8sjg,2022-11-28,PK,22,People & Blogs,1411845,43925.0,57.0,5370000,816,3.11,0.0,26.29,60,Pakistan,PAK
"Opening 300 Bandar ka Mama, NAAGIN, Jackpot Packets | कितने इनाम निकलेंगे?",Wanderers Hub,UCtyltqstMm6iKnkk2Y9Zt8A,2022-11-29,PK,22,People & Blogs,978744,72158.0,11015.0,6260000,285,7.37,1.13,15.63,785,Pakistan,PAK
Hostel rooms be like 😂 #hostellife #girlshostel #jagritipahwa #hostelroom,Jagriti Pahwa,UCMPY7EhVHDEgz4t7z5ncv3A,2022-11-22,PK,23,Comedy,10637792,470897.0,157.0,946000,189,4.43,0.0,1124.5,42,Pakistan,PAK
Aap konse wale ho?😂 #funnyvideos #comedy #youtubeshorts,Ketan mehta,UCr-KG8Ffr6xztQwV5MAyh3Q,2022-11-18,PK,22,People & Blogs,24912415,1444093.0,2950.0,5160000,844,5.8,0.01,482.8,60,Pakistan,PAK
I TRIED MAKING EDIBLE WATER BOTTLES,MrMiko 2.0,UCbXyJGtF1IrRmrerL9xzDbA,2022-11-25,PK,22,People & Blogs,10291235,904429.0,549.0,1850000,95,8.79,0.01,556.28,49,Pakistan,PAK
"Wehshi - Episode 28 ( Khushhal Khan, Komal Meer & Nadia Khan ) - 29th November 2022 - HUM TV Drama",HUM TV,UCEeEQxm6qc_qaTE7qTV5aLQ,2022-11-29,PK,24,Entertainment,1594838,23587.0,1097.0,24000000,79444,1.48,0.07,6.65,2151,Pakistan,PAK
Magical Boy 😯 @SANSAR COMEDY BAR #shorts #funny,SANSAR COMEDY BAR,UCVPP_lAuPWl_tBZ8R7rQPxQ,2022-11-15,PK,23,Comedy,25770886,558639.0,282.0,1120000,208,2.17,0.0,2300.97,30,Pakistan,PAK
Bathroom Organizer 🚽 Life Hack 😂 Desi Jugaad #shorts #funny #comedy #ashortaday,BROTHERS VLOG,UCrFBMpfAfSUDadcOBzwP0pw,2022-11-29,PK,24,Entertainment,1731188,59543.0,41.0,4950000,756,3.44,0.0,34.97,58,Pakistan,PAK
इसलिए है Apple Cloth इतना महंगा....#shorts,Tech Master Shorts,UCglXlpWjIi95auM3umWWLdw,2022-11-28,PK,22,People & Blogs,4786917,371585.0,298.0,2190000,333,7.76,0.01,218.58,58,Pakistan,PAK
deep fried bacon wrapped cheese #shorts,Zach Choi ASMR,UCI78AdiI6f7VKhqW1i4B3Rw,2022-11-23,PK,22,People & Blogs,25536164,1228988.0,3394.0,16200000,718,4.81,0.01,157.63,31,Pakistan,PAK
General Bajwa Retires From Pakistan Army After Long 42 Years,Haqeeqat TV,UCR6yfDK_u5EXby7CnG9-rYw,2022-11-29,PK,24,Entertainment,489432,32607.0,5047.0,4310000,6608,6.66,1.03,11.36,520,Pakistan,PAK
Tank Emptying Jugaad #shorts #nsexperiment,NS Experiment,UC9-tZQLFOybz7_ysWKbciLg,2022-11-19,PK,24,Entertainment,42226324,1601171.0,2355.0,1900000,532,3.79,0.01,2222.44,43,Pakistan,PAK
Heart Touching Concept 😭💔 Gareeb Ki Dua 🤲 #shorts #trending,iamdaud.14,UCA1tCgovx0YFuZR6CCcI7Wg,2022-11-25,PK,24,Entertainment,3219176,292666.0,319.0,3020000,346,9.09,0.01,106.6,60,Pakistan,PAK
"7 Nụ Cười Xuân 6 | Tập 3: Hà Thu chơi Tiến Luật một cú chí mạng,Lan Ngọc thích thú ""phản bội"" Only C",ĐÔNG TÂY PROMOTION OFFICIAL,UCFMEYTv6N64hIL9FlQ_hxBw,2022-11-28,VN,24,Entertainment,2224380,21727.0,1785.0,8410000,7981,0.98,0.08,26.45,4648,Viet Nam,VNM
Khi Tui Đú Trend Theo Tóp Tóp Nấu Ăn Cho Mẹ Mà Nó Lạ Lắm #shorts || Yến Nồi Cơm Điện,Yến Nồi Cơm Điện,UC7E8Pnn_Dt9SVpVsE7LDnfw,2022-11-29,VN,22,People & Blogs,1944545,0.0,85.0,1220000,461,0.0,0.0,159.39,59,Viet Nam,VNM
Cách luộc trứng lòng đào và trứng chín phần 2 | Mẹ Hương Hương,Mẹ Hương Hương,UC0qTInmgyYnwWLeCUIde9Cw,2022-11-29,VN,22,People & Blogs,1659371,46701.0,718.0,284000,174,2.81,0.04,584.29,48,Viet Nam,VNM
"Highlights | XỨ WALES vs ANH | Hiệp 2 bùng nổ, Rashford tỏa sáng | World Cup 2022",VTV Thể Thao,UCrI4iNMPZ2vT_G-TqRO6yrw,2022-11-29,VN,17,Sports,3903429,21104.0,976.0,808000,1219,0.54,0.03,483.1,537,Viet Nam,VNM
(106) Team Ác Nhân Gáy Sớm Và Cái Kết #shorts,Thơ Nguyễn,UCSJsjCiTl2lourZXnigVCoA,2022-11-26,VN,22,People & Blogs,1919910,39569.0,51.0,9460000,1353,2.06,0.0,20.3,55,Viet Nam,VNM
"Dọn cơm không ai thèm ăn, người mẹ phát hiện bí mật động trời P1 | Lê Long An",Long An Daxua,UCVFvpKjm8he0gJLIfM1lnLA,2022-11-29,VN,24,Entertainment,679360,28853.0,29.0,929000,395,4.25,0.0,73.13,46,Viet Nam,VNM
Gu con rể của mẹ tôi kiểu #Shorts,Đỗ Đạt Official,UCwn96A46mCiH1caoMhWfyBQ,2022-11-27,VN,24,Entertainment,1379236,40472.0,73.0,1700000,234,2.93,0.01,81.13,60,Viet Nam,VNM
Cặp đôi Trường giang - Hoài Linh: Kẻ tung người hứng #shorts,Cười Xỉu,UCHK7X17qxIEnCeOlM1xvrCA,2022-11-26,VN,23,Comedy,707015,6501.0,65.0,24400,109,0.92,0.01,2897.6,59,Viet Nam,VNM
"Highlights | BỒ ĐÀO NHA vs URUGUAY | Ronaldo mừng hụt, Bruno ""làm tất ăn cả"" | World Cup 2022",VTV Thể Thao,UCrI4iNMPZ2vT_G-TqRO6yrw,2022-11-28,VN,17,Sports,5365923,33524.0,2491.0,808000,1219,0.62,0.05,664.1,533,Viet Nam,VNM
ISSEI funny video 😂😂😂 with Inosuke🔥 #shorts,ISSEI / いっせい,UC6QZ_ss3i_8qLV_RczPZBkw,2022-11-22,VN,23,Comedy,31633569,968922.0,2203.0,7340000,1175,3.06,0.01,430.98,32,Viet Nam,VNM
Chàng ca sĩ 44 tuổi bất lực “Giam” 2 con trong lồng sắt tìm kế SINH NHAI,MrBB Vlogs,UC8Ku4RXI9q6CSYvZAFEIIeg,2022-11-28,VN,22,People & Blogs,364363,4293.0,748.0,284000,804,1.18,0.21,128.3,2695,Viet Nam,VNM
Thử Thách Đi Tìm Thánh Ăn Việt Nam - Tập 1: Ăn Sập Sài Gòn Thắng 20 triệu,Lâm Vlog,UConnM5zwOP9vG_LPTYbRsAg,2022-11-17,VN,24,Entertainment,5002455,128588.0,4960.0,9280000,568,2.57,0.1,53.91,5843,Viet Nam,VNM
Highlights | QATAR vs ECUADOR: Chênh lệch đẳng cấp | World Cup 2022,VTV24,UCabsTV34JwALXKGMqHpvUiA,2022-11-20,VN,25,News & Politics,1736740,6323.0,721.0,4540000,28384,0.36,0.04,38.25,322,Viet Nam,VNM
The Masked Singer Vietnam - Ca Sĩ Mặt Nạ - Đêm Công Bố & Trao Giải: Ai sẽ là quán quân?,Vie Channel - HTV2,UCkna2OcuN1E6u5I8GVtdkOw,2022-11-19,VN,10,Music,4721389,28486.0,3487.0,10100000,9233,0.6,0.07,46.75,20172,Viet Nam,VNM
Home Alone in a Rush 2,Daniel LaBelle,UCb8vrqP8Z7Oz9ZTYvUtjUHQ,2022-11-25,VN,23,Comedy,16685719,755985.0,2089.0,18200000,247,4.53,0.01,91.68,55,Viet Nam,VNM
BRU vs VGM I BAC vs FW I BRU vs FW - APL 2022: VIETNAM  - VÒNG TỨ KẾT NGÀY 27/11,Liên Quân Mobile eSports-Garena,UCpnQwjzvDm1MOMtZV2zkVpA,2022-11-27,VN,20,Gaming,2451461,13600.0,223.0,4720000,5785,0.55,0.01,51.94,36671,Viet Nam,VNM
Khi nhà có hảo cháu và cái kết #doduyhieu #shorts,Đỗ Duy Hiếu,UCbzSOAh0ywEc7UDqLclGSxw,2022-11-28,VN,24,Entertainment,847797,20843.0,24.0,763000,111,2.46,0.0,111.11,50,Viet Nam,VNM
"7 Nụ Cười Xuân 6 | Tập 1: Tiến Luật quấn khăn tắm ""gợi cảm"", hóa ""thầy hột gà"" trị bệnh Thúy Ngân",ĐÔNG TÂY PROMOTION OFFICIAL,UCFMEYTv6N64hIL9FlQ_hxBw,2022-11-14,VN,24,Entertainment,5621112,53956.0,3931.0,8410000,7981,0.96,0.07,66.84,4787,Viet Nam,VNM
"Kỳ Lạ - Thiếu Nữ Xinh Đẹp cứ thả ra là đi “Ăn Cắp” đồ hàng xóm, khiến ai cũng Khiếp Sợ",MrBB Vlogs,UC8Ku4RXI9q6CSYvZAFEIIeg,2022-11-24,VN,22,People & Blogs,1267146,9389.0,1153.0,284000,804,0.74,0.09,446.18,2362,Viet Nam,VNM
Tự vệ nữ | Ben Eagle | #Shorts,BEN EAGLE,UCbGPgvNunvclTypPtL3sa0w,2022-11-27,VN,24,Entertainment,606801,19379.0,657.0,1100000,596,3.19,0.11,55.16,16,Viet Nam,VNM
"Ông trùm Năm Cam và đàn anh Lâm 9 Ngón: Ơn đền trước, oán trả sau",Võ Việt,UCm-dStUz5pn2edCEl7jilJw,2022-11-18,VN,17,Sports,477416,3759.0,124.0,147000,424,0.79,0.03,324.77,60,Viet Nam,VNM
Kỳ Diệu :chú chó đang bị cạo lông làm thịt bỗng dưng sống lại bỏ chạy được anh xe ôm cứu,Trọng Cà Mau,UCHHgGgtOpYbYr_y0M1tRLzA,2022-11-28,VN,22,People & Blogs,254420,4157.0,1026.0,53600,851,1.63,0.4,474.66,2704,Viet Nam,VNM
Khi Tui Quá Nhiệt Tình Với Mẹ Nhưng Mà Nó Lạ Lắm #shorts || Yến Nồi Cơm Điện,Yến Nồi Cơm Điện,UC7E8Pnn_Dt9SVpVsE7LDnfw,2022-11-28,VN,24,Entertainment,741589,28521.0,28.0,1220000,461,3.85,0.0,60.79,60,Viet Nam,VNM
[2022 MAMA] IVE&Kep1er&NMIXX&LESSERAFIM&NewJeans-ELEVEN+WADADA+O.O+FEARLESS+HypeBoy | Mnet 221129 방송,Mnet K-POP,UCbD8EppRX3ZwJSou-TVo90A,2022-11-29,VN,20,Gaming,4851819,273159.0,10330.0,20000000,29735,5.63,0.21,24.26,309,Viet Nam,VNM
SUBWAY SURFERS 3 #shorts,Natan por Aí,UCjaxmdb_gTWbz9XF5rzvgGg,2022-11-21,VN,24,Entertainment,12282873,273607.0,156.0,6690000,969,2.23,0.0,183.6,49,Viet Nam,VNM
Chơi xấu cả lớp nên bị lật mặt nhục nhã ê chề #short,Thơ Nguyễn Family,UC7bRNxWiYDgYom3jQ8oYy9A,2022-11-27,VN,27,Education,748862,24418.0,35.0,1130000,60,3.26,0.0,66.27,60,Viet Nam,VNM
Hồi Hợp Tiếp Cận Người Đàn Ông Có Biểu Hiện Lạ Với Lồng Trên Xe Có Con Nít Bên Trong,DINH VAN NGON TV,UCW0tF6v8ut3d-OKzhmF8yDQ,2022-11-27,VN,22,People & Blogs,430388,5398.0,513.0,278000,1087,1.25,0.12,154.82,2861,Viet Nam,VNM
Tiếng Việt.. ảo thật đấy | #short,HanQuocBros,UCo_lI1SQyMp7U2_R4nkQ3Lg,2022-11-29,VN,24,Entertainment,232034,13754.0,195.0,790000,732,5.93,0.08,29.37,54,Viet Nam,VNM
Biệt Đội Thám Tử Trailer 15,Thơ Nguyễn,UCSJsjCiTl2lourZXnigVCoA,2022-11-24,VN,22,People & Blogs,2147240,44932.0,81.0,9460000,1353,2.09,0.0,22.7,47,Viet Nam,VNM
Tôi Sinh Tồn 100 Ngày Trong Better Minecraft 1.19.2 Hardcore Siêu Khó!,NeyuQ,UC0dyuXAkQEeqFKdXp0YDyHQ,2022-11-29,VN,20,Gaming,231243,6356.0,214.0,200000,35,2.75,0.09,115.62,2436,Viet Nam,VNM
Bà Già  Bị Coi Thường Giữa Mùa Đông Cô Đơn Tung KungFu Hạ Cả Đám Giang Hồ Kiếm Chuyện | Phim Khủng,Phim Khủng,UCkoVSTRRJAgGYm35C8s7Bvg,2022-11-29,VN,1,Film & Animation,222111,227.0,9.0,2450000,3760,0.1,0.0,9.07,2812,Viet Nam,VNM
Jack - J97 | Cuối Cùng Thì | Special Stage Video,J97,UChUJa1JyBc7Lc4orkiNKKQg,2022-11-05,VN,10,Music,18253224,427550.0,136409.0,5960000,26,2.34,0.75,306.26,221,Viet Nam,VNM
MAD vs KTN I BRO vs SGP I MAD vs SGP - APL 2022: VIETNAM  - VÒNG TỨ KẾT NGÀY 26/11,Liên Quân Mobile eSports-Garena,UCpnQwjzvDm1MOMtZV2zkVpA,2022-11-26,VN,20,Gaming,1935343,10344.0,155.0,4720000,5785,0.53,0.01,41.0,29471,Viet Nam,VNM
Cảnh tượng này bạn gặp bao giờ chưa #shorts #viral,Phạm Tấn Sang Official,UCS4pymVtGSr1MeDJOqtV7ZA,2022-11-27,VN,24,Entertainment,521825,3276.0,76.0,23100,304,0.63,0.01,2258.98,16,Viet Nam,VNM
정국 Jung Kook (of BTS) featuring Fahad Al Kubaisi - Dreamers | FIFA World Cup 2022 Soundtrack,FIFA,UCpcTrCXblq78GZrTUTLWeBw,2022-11-22,VN,17,Sports,42047667,3379331.0,171917.0,16000000,10034,8.04,0.41,262.8,256,Viet Nam,VNM
BRO VS BOX I SGP VS ARC I VGM VS BRU I BAC VS FW - APL 2022: VIETNAM - VÒNG BẢNG NGÀY 20/11,Liên Quân Mobile eSports-Garena,UCpnQwjzvDm1MOMtZV2zkVpA,2022-11-20,VN,20,Gaming,2497246,11931.0,98.0,4720000,5785,0.48,0.0,52.91,39920,Viet Nam,VNM
Cách xử lý khi người yêu hôi nách #shorts,Trang Rừng,UCQuteL8JKPEdrzaDZIQVO4w,2022-11-29,VN,24,Entertainment,402177,14977.0,43.0,540000,290,3.72,0.01,74.48,45,Viet Nam,VNM
Highlights | BRAZIL vs THỤY SĨ | Khoảnh khắc ngôi sao tạo nên khác biệt | World Cup 2022,VTV Thể Thao,UCrI4iNMPZ2vT_G-TqRO6yrw,2022-11-28,VN,17,Sports,3641700,18237.0,991.0,808000,1219,0.5,0.03,450.71,508,Viet Nam,VNM
"But even when nothin' on , Bet I made you look 😜#madeyoulook  #makeuptransformation | Quỳnh Thi |",Quỳnh Thi,UCjAeWwzzt28ey79UU2QnlOw,2022-11-22,VN,24,Entertainment,2709298,255614.0,1088.0,337000,79,9.43,0.04,803.95,26,Viet Nam,VNM
Nhẫn tâm cướp tiền của ông lão bị tai biến nhặt ve chai  #shorts,Truyền hình Hậu Giang,UCJP6tyq5u7NBtWRHFKVQhTg,2022-11-26,VN,25,News & Politics,381984,1756.0,38.0,577000,13363,0.46,0.01,66.2,39,Viet Nam,VNM
Phân Tích Game: DO YOU COPY 2 -  Bí Ẩn Nguồn Gốc Goatman,Phân Tích Game,UCAmiHmhyH7irW2Yr_RoI0uA,2022-11-29,VN,22,People & Blogs,265833,12767.0,448.0,757000,128,4.8,0.17,35.12,561,Viet Nam,VNM
"Đi mua dép mùa World Cup, 2 mẹ con gặp cái kết bất ngờ P2 | Lê Long An",Long An Daxua,UCVFvpKjm8he0gJLIfM1lnLA,2022-11-27,VN,24,Entertainment,740641,39352.0,54.0,929000,395,5.31,0.01,79.72,48,Viet Nam,VNM
TẤT CẢ ĐỨNG IM - Ngô Kiến Huy ft HIEUTHUHAI x Đinh Hà Uyên Thư x TDK l OFFICIAL MV,Ngô Kiến Huy,UCNN7Q7sx5lsivqDf22I7Itw,2022-11-14,VN,10,Music,3058117,102350.0,7345.0,1400000,168,3.35,0.24,218.44,205,Viet Nam,VNM
REAL OR NOT? Ice Cream With Babies! #Shorts,5-Year Crafts,UCK0VZPHBtrpyrVBVU3PWPMg,2022-11-13,VN,26,Howto & Style,11199469,215491.0,251.0,3240000,233,1.92,0.0,345.66,56,Viet Nam,VNM
Cái Gía cho Kẻ Tham Lam  - Yumie Hạnh Phúc Về Sau #shorts #funny #clipgiảitrí,Sun TV,UC7a_w1aZ8zf7a2oEjfuf8Ew,2022-11-27,VN,22,People & Blogs,417169,5773.0,4.0,72600,121,1.38,0.0,574.61,45,Viet Nam,VNM
Lifehack 😜🤪 LeoNata family #shorts TikTok,LeoNata Family,UCMsPm8-25ygqRrRe9_s1WFw,2022-11-26,VN,22,People & Blogs,14700143,234495.0,197.0,13300000,1624,1.6,0.0,110.53,22,Viet Nam,VNM
LỚN ĐÁNH NHỎ LÀ HÈN - SU FAMILY,Su Family,UCmzKavDVxf0V7Vh0jiVpeVA,2022-11-26,VN,22,People & Blogs,628218,8301.0,1.0,1450000,294,1.32,0.0,43.33,26,Viet Nam,VNM
"Hạnh bất ngờ bị gọi đòi LÃI 100 TRIỆU/1tháng,Tai Hoạ Ập Đến Từ Lúc Gia Đình nhận 700 Triệu.",Cuộc Sống Miền Trung,UCtdd2T372b2j_EfqB5MGyuQ,2022-11-29,VN,22,People & Blogs,103646,2444.0,412.0,516000,1114,2.36,0.4,20.09,2021,Viet Nam,VNM
Jung Kook from BTS performs 'Dreamers' at FIFA World Cup opening ceremony,FIFA,UCpcTrCXblq78GZrTUTLWeBw,2022-11-20,VN,10,Music,32659815,1676952.0,69227.0,16000000,10034,5.13,0.21,204.12,124,Viet Nam,VNM
Who win ? 😊 Sonsi family #shorts Tiktok,Sơn sì Family,UCPp20QtKW_vZURVfXvrTP0Q,2022-11-29,VN,24,Entertainment,274264,2815.0,1.0,2150000,428,1.03,0.0,12.76,10,Viet Nam,VNM
【第四屆KKBOX香港風雲榜 表演片段】陳蕾驚喜演出！全新演繹〈到底發生過什麼事〉,KKBOXHK,UCPfE2RhWLbLF2c5mb_Dfymg,2022-11-28,HK,10,Music,185246,6314.0,376.0,41200,1402,3.41,0.2,449.63,778,Hong Kong,HKG
